conversation,augmented_conversation,translation_check
이웃들끼리 게임 같이 하기 얘기 안 하면 서운할 뻔했어.❤️ 맞아. 요즘 계속 생각만 하다가 말 못 했거든.❤️ 우선 일정부터 조율해 볼까?❤️ 그래. 서로 바쁜 시간 피해가면서 잡자.❤️ 자료도 찾아뒀으니 같이 봐 주면 좋겠어.❤️ 좋아. 바로 공유할게.❤️ 같이 준비하니까 왠지 아쉬워.❤️ 끝나면 같이 한잔하자.,이웃들과 함께 게임하는 이야기를 못 해서 조금 섭섭한 것 같았어.<LF> 맞아. 요즘 계속 생각만 하고 있었는데 말하지는 못했어.<LF> 우선 우리 일정부터 맞춰볼까?<LF> 응. 둘 다 바쁠 때는 피해서 잡자.<LF> 나도 자료를 좀 모아놨으니까 같이 한번 봤으면 좋겠어.<LF> 좋아. 바로 공유할게.<LF> 왠지 우리 같이 준비하는 게 좀 미안한 기분이야.<LF> 끝나고 나서 같이 한잔 하자.,True
"이야, 카톡 답장 문제 벌써 코앞이네.❤️ 그러게. 준비는 좀 하고 있어?❤️ 조금 했는데 아직 부족해. 아쉬워 어떻게 해야 할지 애매해.❤️ 그럼 내가 체크리스트 만들어서 보내줄게.❤️ 완전 고마워. 참고해서 채워볼게.❤️ 나도 덕분에 놓친 부분 확인할 수 있겠어.❤️ 서로 챙겨주니까 아쉬워 기분이 드네.❤️ 마지막에 다시 한 번 점검하고 넘어가자.","와, 카카오톡 답변 문제도 코앞이네.<LF> 그래. 준비는 좀 하고 있어?<LF> 조금씩 하고 있는데, 아직 부족해. 답답해; 뭘 해야 할지 모르겠어.<LF> 그럼 체크리스트 만들어서 보낼게.<LF> 정말 고마워. 참고해서 작성할게.<LF> 너 덕분에 내가 놓친 부분도 확인할 수 있어.<LF> 서로 챙겨주니까 왠지 쌉싸름한 기분이야.<LF> 마지막으로 한 번 더 점검하고 넘어가자.",True
"헤어스타일 변화 이야기 관련 아이디어 떠올라서 연락했어.❤️ 타이밍 좋다. 나도 방금 그 생각하고 있었거든.❤️ 우선 우려되는 부분부터 정리해볼까?❤️ 그래. 그리고 필요한 자료는 내가 모아둘게.❤️ 고마워. 그럼 나는 일정표를 작성해볼게.❤️ 분담이 잘 되니까 일 처리가 빨라.❤️ 끝나고 나면 둘 다 혼란스러워 할 거야.❤️ 응, 기대된다.","헤어스타일 변화 이야기에 관한 아이디어가 떠올라서 연락했어요. <LF> 완벽한 타이밍이네요. 저도 그 생각을 막 하고 있었거든요. <LF> 우선 고민 거리를 정리하는 것부터 시작할까요? <LF> 좋아요. 필요한 자료를 모을게요. <LF> 고마워요. 그럼 저는 일정 만드는 작업을 할게요. <LF> 일이 잘 분담되어서 진도가 빨리 나가네요. <LF> 끝나면 둘 다 조금 벅찰 것 같아요. <LF> 네, 기대돼요.",True
커피 맛집 찾기 때문에 이야기 꺼냈어.❤️ 그러게. 나도 지쳤어 준비하고 있던 참이야.❤️ 우선 필요한 것부터 목록을 만들까?❤️ 좋아. 같이 체크하면 빠뜨릴 일 없겠지.❤️ 시간 괜찮으면 오늘 저녁에 정리해볼래?❤️ 괜찮아. 서로 도우면 더 지쳤어.❤️ 그럼 공유 문서 만들어 둘게.❤️ 고마워. 끝나고 나면 정말 지쳤어 느낌일 거야.,제가 좋은 커피 가게를 찾고 있어서 이 주제를 꺼냈어요.<LF> 맞아요. 저도 피곤해요; 이제 막 준비하려던 참이에요.<LF> 먼저 필요한 것들의 목록을 만들어볼까요?<LF> 좋아요. 함께 확인하면 빠뜨리는 게 없을 거예요.<LF> 시간 되면 오늘 밤에 정리할까요?<LF> 좋아요. 서로 도우면 덜 힘들 거예요.<LF> 그럼 제가 공유 문서를 만들게요.<LF> 고마워요. 다 끝나고 나면 분명히 푹 지칠 거예요.,True
혹시 여행지 추천 관련해서 결정된 거 있어?❤️ 아직이야. 사실 좀 섭섭해.❤️ 그럼 내가 아이디어 몇 개 가져왔는데 볼래?❤️ 좋아. 같이 비교해 보면 선택하기 쉽겠어.❤️ 예산도 고려해야 하니까 계산도 해보자.❤️ 알겠어. 내가 표로 정리해 볼게.❤️ 덕분에 방향이 잡혀서 마음이 섭섭해.❤️ 나중에 결과 나오면 기분 좋을 것 같아.,"여행지 추천에 대해 결정된 게 있나요? <LF> 아직 없어요. 솔직히 좀 실망스러워요. <LF> 그럼 몇 가지 아이디어를 가져왔는데, 한번 봐볼래요? <LF> 좋아요. 함께 비교하면 선택하기 더 쉬울 거예요. <LF> 예산도 고려해야 하니까 계산도 좀 해보죠. <LF> 알겠어요. 모든 걸 표로 정리할게요. <LF> 덕분에 더 집중이 되고, 이제는 덜 실망스럽네요. <LF> 나중에 결과가 나오면 기분이 좋아질 것 같아요.",True
선배와 후배들끼리 제주도 여행 계획 얘기 안 하면 서운할 뻔했어.❤️ 맞아. 요즘 계속 생각만 하다가 말 못 했거든.❤️ 우선 일정부터 조율해 볼까?❤️ 그래. 서로 바쁜 시간 피해가면서 잡자.❤️ 자료도 찾아뒀으니 같이 봐 주면 좋겠어.❤️ 좋아. 바로 공유할게.❤️ 같이 준비하니까 왠지 진지하게.❤️ 끝나면 같이 한잔하자.,선배님들과 후배님들이 제주도 여행 계획에 대해 이야기하지 않으면 거의 실망할 뻔했어요. <LF> 맞아요. 사실 최근에 계속 생각만 하고 있었는데 말을 못 했네요. <LF> 일정을 조율하는 것부터 시작할까요? <LF> 네. 모두의 바쁜 시기를 피할 수 있는 시간을 찾아봐요. <LF> 저도 정보를 좀 모아놨으니까 같이 한번 검토해 보면 좋겠어요. <LF> 좋아요. 바로 공유할게요. <LF> 함께 준비하니까 왠지 더 진지해지는 느낌이에요. <LF> 다 끝나면 같이 한 잔해요.,True
"이야, 아기 돌잔치 계획 벌써 코앞이네.❤️ 그러게. 준비는 좀 하고 있어?❤️ 조금 했는데 아직 부족해. 덕분에 어떻게 해야 할지 애매해.❤️ 그럼 내가 체크리스트 만들어서 보내줄게.❤️ 완전 고마워. 참고해서 채워볼게.❤️ 나도 덕분에 놓친 부분 확인할 수 있겠어.❤️ 서로 챙겨주니까 덕분에 기분이 드네.❤️ 마지막에 다시 한 번 점검하고 넘어가자.","와, 아기의 첫 번째 생일 파티가 코앞이네. <LF>  그러게 말이야. 준비는 시작했어? <LF>  조금 했는데 아직 부족해. 그래서 다음에 뭘 해야 할지 잘 모르겠어. <LF>  그럼 내가 체크리스트 만들어서 보내줄게. <LF>  정말 고마워! 참고해서 부족한 부분을 채울게. <LF>  네 덕분에 내가 놓친 부분도 확인할 수 있어. <LF>  서로 이렇게 챙겨주니까 정말 기분 좋아. <LF>  본격적으로 진행하기 전에 마지막으로 한 번만 더 점검하자.",True
"부모님 생신 준비 관련 아이디어 떠올라서 연락했어.❤️ 타이밍 좋다. 나도 방금 그 생각하고 있었거든.❤️ 우선 우려되는 부분부터 정리해볼까?❤️ 그래. 그리고 필요한 자료는 내가 모아둘게.❤️ 고마워. 그럼 나는 일정표를 작성해볼게.❤️ 분담이 잘 되니까 일 처리가 빨라.❤️ 끝나고 나면 둘 다 긴장돼 할 거야.❤️ 응, 기대된다.","저는 부모님 생일 준비에 대한 아이디어가 떠올라서 연락 드렸어요. <LF> 완벽한 타이밍이네요. 저도 딱 그 생각하고 있었어요. <LF> 우선 걱정거리부터 정리하는 것부터 시작할까요? <LF> 네. 저는 필요한 자료들을 모을게요. <LF> 감사합니다. 그럼 저는 일정 짜는 일을 맡을게요. <LF> 우리가 일을 잘 나누니까 일이 빨리 진행되네요. <LF> 다 끝나면 둘 다 아마 긴장할 것 같아요. <LF> 네, 저도 기대돼요.",True
유튜브 영상 공유 때문에 이야기 꺼냈어.❤️ 그러게. 나도 장난이야 준비하고 있던 참이야.❤️ 우선 필요한 것부터 목록을 만들까?❤️ 좋아. 같이 체크하면 빠뜨릴 일 없겠지.❤️ 시간 괜찮으면 오늘 저녁에 정리해볼래?❤️ 괜찮아. 서로 도우면 더 장난이야.❤️ 그럼 공유 문서 만들어 둘게.❤️ 고마워. 끝나고 나면 정말 장난이야 느낌일 거야.,"유튜브 영상을 공유하면서 얘기하게 됐어요. <LF> 맞아요. 그냥 농담한 거고, 사실 그걸 준비하고 있었어요. <LF> 필요한 것들을 먼저 목록으로 만들어 볼까요? <LF> 좋아요. 함께 확인하면 빠뜨리는 게 없겠죠. <LF> 시간 괜찮으면 오늘 밤에 정리할까요? <LF> 문제없어요. 서로 도우면 더 재미있으니까요. <LF> 그럼 제가 공유 문서를 만들게요. <LF> 고마워요. 다 끝나고 나면 정말 뿌듯할 거예요.",True
혹시 게임 같이 하기 관련해서 결정된 거 있어?❤️ 아직이야. 사실 좀 지쳤어.❤️ 그럼 내가 아이디어 몇 개 가져왔는데 볼래?❤️ 좋아. 같이 비교해 보면 선택하기 쉽겠어.❤️ 예산도 고려해야 하니까 계산도 해보자.❤️ 알겠어. 내가 표로 정리해 볼게.❤️ 덕분에 방향이 잡혀서 마음이 지쳤어.❤️ 나중에 결과 나오면 기분 좋을 것 같아.,"같이 게임을 할지에 대해 결정된 게 있나요?<LF> 아직은 아니에요. 솔직히 좀 피곤해요.<LF> 그럼 제가 몇 가지 아이디어를 가져왔는데, 한 번 볼래요?<LF> 좋아요. 같이 비교해 보면 선택하기 더 쉬울 거예요.<LF> 예산도 고려해야 하니까, 계산도 좀 해봐야 해요.<LF> 알겠어요. 제가 모든 걸 표로 정리할게요.<LF> 덕분에 방향이 좀 잡힌 것 같지만, 좀 지치기도 하네요.<LF> 나중에 결과가 나오면 기분이 좋아질 것 같아요.",True
친구들끼리 라면 끓이는 방법 이야기 얘기 안 하면 서운할 뻔했어.❤️ 맞아. 요즘 계속 생각만 하다가 말 못 했거든.❤️ 우선 일정부터 조율해 볼까?❤️ 그래. 서로 바쁜 시간 피해가면서 잡자.❤️ 자료도 찾아뒀으니 같이 봐 주면 좋겠어.❤️ 좋아. 바로 공유할게.❤️ 같이 준비하니까 왠지 불안해.❤️ 끝나면 같이 한잔하자.,친구들끼리 라면 만드는 법에 대해 이야기하지 않은 게 조금 아쉬웠어요.<LF> 맞아요. 요즘 많이 생각했는데 말할 기회가 없었네요.<LF> 우선 일정부터 조율할까요?<LF> 네. 서로 바쁜 시간을 피해 계획해 봐요.<LF> 저도 자료를 좀 모았으니 같이 한번 살펴보면 좋겠어요.<LF> 좋아요. 바로 공유할게요.<LF> 왠지 같이 준비하는 게 조금 떨리기도 해요.<LF> 다 끝나면 함께 술 한잔해요.,True
"이야, 새 폰 구매 이야기 벌써 코앞이네.❤️ 그러게. 준비는 좀 하고 있어?❤️ 조금 했는데 아직 부족해. 편안하다 어떻게 해야 할지 애매해.❤️ 그럼 내가 체크리스트 만들어서 보내줄게.❤️ 완전 고마워. 참고해서 채워볼게.❤️ 나도 덕분에 놓친 부분 확인할 수 있겠어.❤️ 서로 챙겨주니까 편안하다 기분이 드네.❤️ 마지막에 다시 한 번 점검하고 넘어가자.","와, 새 폰 구매 이야기가 벌써 코앞이네.<LF>  응, 준비 잘 하고 있어?<LF>  조금 하긴 했는데, 아직 부족한 것 같아. 뭘 더 해야 할지 좀 불안해.<LF>  그럼 체크리스트 만들어서 보내줄게.<LF>  정말 고마워. 참고해서 잘 채울게.<LF>  덕분에 놓친 부분도 확인할 수 있을 거야.<LF>  서로 챙겨주고 있다는 게 참 든든해.<LF>  다음 단계로 넘어가기 전에 마지막으로 한 번만 더 점검하자.",True
"결혼식 참석 계획 관련 아이디어 떠올라서 연락했어.❤️ 타이밍 좋다. 나도 방금 그 생각하고 있었거든.❤️ 우선 우려되는 부분부터 정리해볼까?❤️ 그래. 그리고 필요한 자료는 내가 모아둘게.❤️ 고마워. 그럼 나는 일정표를 작성해볼게.❤️ 분담이 잘 되니까 일 처리가 빨라.❤️ 끝나고 나면 둘 다 걱정돼 할 거야.❤️ 응, 기대된다.","연락한 건 우리 결혼식 참석 계획에 관한 좋은 아이디어가 떠올라서야.<LF> 딱 좋은 시기야. 나도 바로 그 생각하고 있었어.<LF> 우선 걱정되는 부분부터 정리해볼까?<LF> 그래. 그리고 필요한 자료는 내가 다 모을게.<LF> 고마워. 그럼 나는 일정 짜는 일을 할게.<LF> 우리가 일을 잘 분담해서 일이 빨리 진행되네.<LF> 다 끝나면 우리 둘 다 한결 마음이 놓일 것 같아.<LF> 응, 나도 기대돼.",True
온라인 쇼핑 이야기 때문에 이야기 꺼냈어.❤️ 그러게. 나도 기대돼 준비하고 있던 참이야.❤️ 우선 필요한 것부터 목록을 만들까?❤️ 좋아. 같이 체크하면 빠뜨릴 일 없겠지.❤️ 시간 괜찮으면 오늘 저녁에 정리해볼래?❤️ 괜찮아. 서로 도우면 더 기대돼.❤️ 그럼 공유 문서 만들어 둘게.❤️ 고마워. 끝나고 나면 정말 기대돼 느낌일 거야.,"온라인 쇼핑 이야기 때문에 꺼냈어요. <LF> 네, 저도요. 기대되서 준비하고 있었어요. <LF> 필요한 것들 먼저 목록으로 만들어볼까요? <LF> 좋아요. 함께 확인하면 빠뜨리는 게 없겠죠. <LF> 시간 괜찮으면 오늘 밤에 정리할래요? <LF> 네, 좋아요. 서로 도와가며 하면 더 신나죠. <LF> 그럼 제가 공유 문서 만들게요. <LF> 고마워요. 다 준비되면 정말 기대될 거예요.",True
혹시 장마철 대비 방법 관련해서 결정된 거 있어?❤️ 아직이야. 사실 좀 걱정돼.❤️ 그럼 내가 아이디어 몇 개 가져왔는데 볼래?❤️ 좋아. 같이 비교해 보면 선택하기 쉽겠어.❤️ 예산도 고려해야 하니까 계산도 해보자.❤️ 알겠어. 내가 표로 정리해 볼게.❤️ 덕분에 방향이 잡혀서 마음이 걱정돼.❤️ 나중에 결과 나오면 기분 좋을 것 같아.,"장마철 준비에 관한 결정은 이미 내려졌나요?<LF> 아직이요. 솔직히 조금 걱정돼요.<LF> 그럼 제가 몇 가지 아이디어를 가져왔는데, 한번 보실래요?<LF> 좋아요. 함께 비교해보면 선택하기 더 쉬울 거예요.<LF> 예산도 고려해야 하니까, 계산도 해봅시다.<LF> 알겠어요. 모든 것을 표로 정리할게요.<LF> 덕분에 방향이 더 뚜렷해져서 이제 걱정이 줄었어요.<LF> 결과가 나중에 나오면 기분이 좋을 것 같아요.",True
회사 동료들끼리 청소하기 이야기 얘기 안 하면 서운할 뻔했어.❤️ 맞아. 요즘 계속 생각만 하다가 말 못 했거든.❤️ 우선 일정부터 조율해 볼까?❤️ 그래. 서로 바쁜 시간 피해가면서 잡자.❤️ 자료도 찾아뒀으니 같이 봐 주면 좋겠어.❤️ 좋아. 바로 공유할게.❤️ 같이 준비하니까 왠지 짜증 나.❤️ 끝나면 같이 한잔하자.,"동료들 사이에서 청소 이야기를 나누지 않으면 왠지 실망할 뻔했어요.<LF> 맞아요. 요즘 계속 생각만 했는데 말하지 못했거든요.<LF> 일정부터 조율해 볼까요?<LF> 네, 서로 바쁜 시간을 피해서 정해 봐요.<LF> 제가 자료도 좀 모아놨으니까 함께 검토하면 좋겠어요.<LF> 좋아요. 바로 공유할게요.<LF> 왠지 같이 준비하니까 좀 짜증 나네요.<LF> 끝나고 같이 한잔해요.",True
"이야, 피부 관리 방법 공유 벌써 코앞이네.❤️ 그러게. 준비는 좀 하고 있어?❤️ 조금 했는데 아직 부족해. 고마워 어떻게 해야 할지 애매해.❤️ 그럼 내가 체크리스트 만들어서 보내줄게.❤️ 완전 고마워. 참고해서 채워볼게.❤️ 나도 덕분에 놓친 부분 확인할 수 있겠어.❤️ 서로 챙겨주니까 고마워 기분이 드네.❤️ 마지막에 다시 한 번 점검하고 넘어가자.","와, 피부 관리 팁 공유할 날이 벌써 코앞이네요. <LF>  네, 준비하고 계신가요? <LF>  조금은 했는데, 아직 부족한 것 같아요. 감사합니다, 정확히 뭘 해야 할지 좀 헷갈렸거든요. <LF>  그럼 체크리스트 만들어서 보내드릴게요. <LF>  정말 감사해요! 참고해서 부족한 부분 채울게요. <LF>  덕분에 제가 놓친 부분도 확인할 수 있네요. <LF>  서로 챙겨주는 느낌이 참 좋아요. <LF>  마무리하기 전에 한 번만 더 점검해 봐요.",True
"방 정리 방법 공유 관련 아이디어 떠올라서 연락했어.❤️ 타이밍 좋다. 나도 방금 그 생각하고 있었거든.❤️ 우선 우려되는 부분부터 정리해볼까?❤️ 그래. 그리고 필요한 자료는 내가 모아둘게.❤️ 고마워. 그럼 나는 일정표를 작성해볼게.❤️ 분담이 잘 되니까 일 처리가 빨라.❤️ 끝나고 나면 둘 다 아쉬워 할 거야.❤️ 응, 기대된다.","방 정리 팁을 공유할 아이디어가 떠올라서 연락했어.<LF> 완전 딱 좋은 타이밍이네. 나도 똑같은 생각 하고 있었어.<LF> 우선 걱정거리부터 정리하는 것부터 시작할까?<LF> 좋아. 필요한 자료는 내가 모을게.<LF> 고마워. 그럼 나는 일정 짜는 걸 맡을게.<LF> 우리가 역할을 잘 나누니까 일이 빨리 끝나네.<LF> 다 끝나면 둘 다 약간 추억에 잠기겠지.<LF> 응, 나도 기대돼.",True
가족 여행 계획 때문에 이야기 꺼냈어.❤️ 그러게. 나도 놀리는 거지? 준비하고 있던 참이야.❤️ 우선 필요한 것부터 목록을 만들까?❤️ 좋아. 같이 체크하면 빠뜨릴 일 없겠지.❤️ 시간 괜찮으면 오늘 저녁에 정리해볼래?❤️ 괜찮아. 서로 도우면 더 놀리는 거지?.❤️ 그럼 공유 문서 만들어 둘게.❤️ 고마워. 끝나고 나면 정말 놀리는 거지? 느낌일 거야.,"가족 여행 계획 때문에 꺼냈어.<LF> 맞아. 너도 나 놀리는 거지? 나도 막 준비하고 있었어.<LF> 먼저 필요한 것들 목록부터 만들까?<LF> 좋아. 함께 확인하면 빠뜨리는 게 없을 거야.<LF> 시간 되면 오늘 밤에 정리할래?<LF> 좋아. 서로 도와주면서 더 많이 놀리는 거잖아, 그치?<LF> 그럼 내가 공유 문서 만들게.<LF> 고마워. 다 끝나면 진짜로 나 놀리는 거지? 그런 느낌이 들 거야.",True
혹시 스타일 변신 이야기 관련해서 결정된 거 있어?❤️ 아직이야. 사실 좀 걱정돼.❤️ 그럼 내가 아이디어 몇 개 가져왔는데 볼래?❤️ 좋아. 같이 비교해 보면 선택하기 쉽겠어.❤️ 예산도 고려해야 하니까 계산도 해보자.❤️ 알겠어. 내가 표로 정리해 볼게.❤️ 덕분에 방향이 잡혀서 마음이 걱정돼.❤️ 나중에 결과 나오면 기분 좋을 것 같아.,"스타일 변신 이야기에 대한 업데이트가 있나요?<LF> 아직 없어요. 솔직히 좀 걱정돼요.<LF> 그럼 제가 아이디어 몇 가지 가져왔는데, 한 번 볼래요?<LF> 좋아요. 함께 비교하면 선택하기 더 쉬울 거예요.<LF> 예산도 고려해야 하니까, 계산도 해보죠.<LF> 알겠어요. 모두 표로 정리할게요.<LF> 덕분에 더 집중할 수 있고 걱정도 덜해졌어요.<LF> 나중에 결과가 나오면 기분이 좋을 것 같아요.",True
친구들끼리 알바 경험 공유 얘기 안 하면 서운할 뻔했어.❤️ 맞아. 요즘 계속 생각만 하다가 말 못 했거든.❤️ 우선 일정부터 조율해 볼까?❤️ 그래. 서로 바쁜 시간 피해가면서 잡자.❤️ 자료도 찾아뒀으니 같이 봐 주면 좋겠어.❤️ 좋아. 바로 공유할게.❤️ 같이 준비하니까 왠지 놀랐어.❤️ 끝나면 같이 한잔하자.,"우리 친구들끼리 아르바이트 경험을 나누지 않아서 조금 속상할 뻔했어. <LF> 맞아, 요즘 그 생각을 많이 했는데 얘기할 기회가 없었어. <LF> 우리 먼저 일정 조율부터 할까? <LF> 그래, 모두의 바쁜 시간을 고려해서 시간을 정하자. <LF> 나도 자료를 좀 모았으니까 같이 검토하면 좋을 것 같아. <LF> 좋아, 바로 너에게 공유할게. <LF> 함께 준비하니 뭔가 신기하네. <LF> 끝나고 나서 같이 한 잔 하자.",True
"이야, 강아지 산책 이야기 벌써 코앞이네.❤️ 그러게. 준비는 좀 하고 있어?❤️ 조금 했는데 아직 부족해. 섭섭해 어떻게 해야 할지 애매해.❤️ 그럼 내가 체크리스트 만들어서 보내줄게.❤️ 완전 고마워. 참고해서 채워볼게.❤️ 나도 덕분에 놓친 부분 확인할 수 있겠어.❤️ 서로 챙겨주니까 섭섭해 기분이 드네.❤️ 마지막에 다시 한 번 점검하고 넘어가자.","와, 벌써 강아지 산책하는 날이 코앞이야.<LF>  응, 준비하고 있어?<LF>  조금 했는데 아직 부족한 것 같아. 뭔가 해야 할지 몰라서 좀 불안해.<LF>  그럼 내가 체크리스트 만들어서 보내줄게.<LF>  정말 고마워. 참고해서 부족한 부분 채울게.<LF>  덕분에 내가 놓친 부분도 확인할 수 있어.<LF>  서로 신경 써주니까 마음이 좀 뭉클해져.<LF>  본격적으로 시작하기 전에 마지막으로 한 번 더 확인하자.",True
"알바 구하기 관련 아이디어 떠올라서 연락했어.❤️ 타이밍 좋다. 나도 방금 그 생각하고 있었거든.❤️ 우선 우려되는 부분부터 정리해볼까?❤️ 그래. 그리고 필요한 자료는 내가 모아둘게.❤️ 고마워. 그럼 나는 일정표를 작성해볼게.❤️ 분담이 잘 되니까 일 처리가 빨라.❤️ 끝나고 나면 둘 다 섭섭해 할 거야.❤️ 응, 기대된다.","아르바이트를 찾는 것과 관련된 아이디어가 떠올라서 연락했어.<LF> 완전 딱 좋은 타이밍이네. 나도 바로 그 생각하고 있었거든.<LF> 우선 걱정되는 부분부터 정리해볼까?<LF> 좋아. 필요한 자료는 내가 모을게.<LF> 고마워. 그럼 일정 짜는 일은 내가 할게.<LF> 우리가 일을 잘 나눠서 진행하니까 일이 빨리 진행되네.<LF> 다 끝나고 나면 둘 다 좀 아쉽겠다.<LF> 응, 나도 기대돼.",True
염색 이야기 때문에 이야기 꺼냈어.❤️ 그러게. 나도 귀찮아 준비하고 있던 참이야.❤️ 우선 필요한 것부터 목록을 만들까?❤️ 좋아. 같이 체크하면 빠뜨릴 일 없겠지.❤️ 시간 괜찮으면 오늘 저녁에 정리해볼래?❤️ 괜찮아. 서로 도우면 더 귀찮아.❤️ 그럼 공유 문서 만들어 둘게.❤️ 고마워. 끝나고 나면 정말 귀찮아 느낌일 거야.,"염색 이야기 때문에 꺼냈어요.<LF> 맞아요. 저도 이제 막 준비하려던 참이었어요.<LF> 필요한 것 리스트부터 만들어볼까요?<LF> 좋아요. 같이 확인하면 빠뜨리는 게 없을 거예요.<LF> 시간 되면 오늘 밤에 정리해볼래요?<LF> 좋아요. 서로 도우면 번거롭지 않으니까요.<LF> 그럼, 제가 공유 문서 만들게요.<LF> 고마워요. 다 만들고 나면 진짜 번거롭다는 생각이 들 거예요.",True
혹시 게임 신작 출시 이야기 관련해서 결정된 거 있어?❤️ 아직이야. 사실 좀 헷갈려.❤️ 그럼 내가 아이디어 몇 개 가져왔는데 볼래?❤️ 좋아. 같이 비교해 보면 선택하기 쉽겠어.❤️ 예산도 고려해야 하니까 계산도 해보자.❤️ 알겠어. 내가 표로 정리해 볼게.❤️ 덕분에 방향이 잡혀서 마음이 헷갈려.❤️ 나중에 결과 나오면 기분 좋을 것 같아.,"새 게임 출시와 관련해 어떤 결정이 내려졌나요?<LF> 아직 아닙니다. 사실, 조금 혼란스러워요.<LF> 그럼 제가 몇 가지 아이디어를 가져왔는데, 한번 보실래요?<LF> 네, 함께 비교하면 선택하기 더 쉬울 거예요.<LF> 예산도 고려해야 하니, 계산도 좀 해봅시다.<LF> 알겠습니다. 모든 것을 표로 정리할게요.<LF> 덕분에 방향이 더 명확해져서 혼란이 줄었어요.<LF> 나중에 결과가 나오면 기분이 좋을 것 같아요.",True
선배와 후배들끼리 한강 산책 계획 얘기 안 하면 서운할 뻔했어.❤️ 맞아. 요즘 계속 생각만 하다가 말 못 했거든.❤️ 우선 일정부터 조율해 볼까?❤️ 그래. 서로 바쁜 시간 피해가면서 잡자.❤️ 자료도 찾아뒀으니 같이 봐 주면 좋겠어.❤️ 좋아. 바로 공유할게.❤️ 같이 준비하니까 왠지 서운해.❤️ 끝나면 같이 한잔하자.,"선배님들과 후배님들이 한강 산책 계획에 대해 이야기하지 않아서 서운할 뻔했어요.<LF> 맞아요. 요즘 계속 생각만 하다가 말하지 못했거든요.<LF> 우선 일정을 조율해 볼까요?<LF> 네, 서로 바쁜 시간대를 피해가면서 잡아보죠.<LF> 저도 자료를 좀 모아뒀으니 같이 봐주시면 감사하겠어요.<LF> 좋아요. 바로 공유할게요.<LF> 함께 준비하다 보니 왠지 조금 아쉽네요.<LF> 다 끝나고 나면 같이 한잔해요.",True
"이야, 이별 이야기 벌써 코앞이네.❤️ 그러게. 준비는 좀 하고 있어?❤️ 조금 했는데 아직 부족해. 심심해 어떻게 해야 할지 애매해.❤️ 그럼 내가 체크리스트 만들어서 보내줄게.❤️ 완전 고마워. 참고해서 채워볼게.❤️ 나도 덕분에 놓친 부분 확인할 수 있겠어.❤️ 서로 챙겨주니까 심심해 기분이 드네.❤️ 마지막에 다시 한 번 점검하고 넘어가자.","와, 이별 이야기가 벌써 코앞이네요.<LF>  네. 준비하고 있나요?<LF>  조금은 했는데, 아직 충분하지 않아요. 심심하고 뭘 해야 할지 모르겠어요.<LF>  그럼 체크리스트를 만들어서 보내줄게요.<LF>  정말 고마워요. 참고해서 채워볼게요.<LF>  덕분에 제가 놓친 부분도 확인할 수 있겠어요.<LF>  서로 챙겨주니 덜 심심한 것 같아요.<LF>  다음 단계로 넘어가기 전에 마지막으로 한 번 더 점검해요.",True
"자격증 공부 이야기 관련 아이디어 떠올라서 연락했어.❤️ 타이밍 좋다. 나도 방금 그 생각하고 있었거든.❤️ 우선 우려되는 부분부터 정리해볼까?❤️ 그래. 그리고 필요한 자료는 내가 모아둘게.❤️ 고마워. 그럼 나는 일정표를 작성해볼게.❤️ 분담이 잘 되니까 일 처리가 빨라.❤️ 끝나고 나면 둘 다 두근거려 할 거야.❤️ 응, 기대된다.","제가 자격증 공부에 관한 아이디어가 떠올라서 연락드렸어요.<LF> 완벽한 타이밍이네요. 저도 바로 그 생각 하고 있었거든요.<LF> 먼저 걱정거리들을 정리하는 것부터 시작할까요?<LF> 좋아요. 필요한 자료들을 모을게요.<LF> 고마워요. 그럼 일정 초안을 제가 작성할게요.<LF> 우리가 일을 잘 나누니까 모든 게 빠르게 진행되고 있네요.<LF> 완성되면 우리 둘 다 신나할 거예요.<LF> 네, 저도 기대돼요.",True
뜨개질 배우기 때문에 이야기 꺼냈어.❤️ 그러게. 나도 짜증 준비하고 있던 참이야.❤️ 우선 필요한 것부터 목록을 만들까?❤️ 좋아. 같이 체크하면 빠뜨릴 일 없겠지.❤️ 시간 괜찮으면 오늘 저녁에 정리해볼래?❤️ 괜찮아. 서로 도우면 더 짜증.❤️ 그럼 공유 문서 만들어 둘게.❤️ 고마워. 끝나고 나면 정말 짜증 느낌일 거야.,제가 그 얘기를 꺼낸 건 뜨개질을 배우고 있어서예요.<LF> 맞아요. 저도 곧 짜증날 뻔했어요.<LF> 우선 필요한 것들 목록을 만들어 볼까요?<LF> 좋아요. 같이 확인하면 놓치는 게 없을 거예요.<LF> 시간 되면 오늘 밤에 정리할까요?<LF> 좋아요. 서로 도우면 덜 짜증 날 거예요.<LF> 그럼 제가 공유 문서를 만들게요.<LF> 고마워요. 다 끝나면 정말 성취감을 느낄 것 같아요.,True
