class,conversation,augmented_conversation,translation_check
일반 대화,"신용카드 포인트 소멸 메일 보고 심장 철렁.❤️1만 포인트면 점심 네 번인데 돈 버린 기분.❤️콜센터 연결 기다리다 음악에 귀 썩었다.❤️담배 끊고 아낀 돈도 이렇게 날아가네.❤️앱 들어가니 연장 신청 버튼 숨겨놨더라.❤️찾아 눌렀더니 1년 연장 성공, 살아났다.❤️포인트는 죽을 때까지 써야 해, 잊지 마.❤️오케이, 내일 커피 내 카드 포인트로 쏜다.❤️근데 포인트 소멸 메일 3통이나 와서 더 열받아.","신용카드 포인트가 만료된다는 이메일을 보고 심장이 멎는 줄 알았어요. <LF>1만 포인트면 점심을 네 번이나 살 수 있는데, 돈을 그냥 날린 기분이에요. <LF>콜센터 연결 기다리느라 대기음에 귀가 다 아팠답니다. <LF>금연해서 아낀 돈도 이렇게 그냥 날아가는구나 싶더라고요. <LF>앱을 열어보니 연장 요청 버튼을 숨겨놓았더라고요. <LF>찾아서 눌러서 1년 연장에 성공했어요, 살았네요. <LF>나 죽기 전에 꼭 포인트를 쓰세요, 잊지 마세요. <LF>그럼 내일은 카드 포인트로 커피 한 잔 살게요. <LF>근데 포인트 만료 관련 이메일이 세 번 씩이나 오니까 더 짜증 나네요.",True
일반 대화,"야근 끝나고 주차장 갔더니 타이어 바람 빠져있어.❤️못 박혀서 빼다가 손 다칠 뻔, 칼날 같더라.❤️스페어 끼우는데 비까지 내려 지옥 세트.❤️보험 호출하려니 대기 두 시간, 돈 내놔라네.❤️결국 셀프 교체 실패, 택시 타고 귀가.❤️내일 새 타이어 값 폭탄 확정.❤️담배 물 시간도 없었는데 폐가 먼저 죽겠다.❤️그래도 사고 안 난 게 어디냐, 맥주로 위로하자.❤️우산도 없어서 머리까지 폭삭 젖었지.","야근을 마치고 주차장에 갔더니 타이어가 펑크 나 있었어요. <LF> 타이어에 박힌 못을 빼려고 하다가 손을 거의 다칠 뻔했는데, 그 못이 칼날처럼 날카로웠거든요. <LF> 스페어 타이어를 끼우는 도중에 갑자기 비가 내리기 시작했으니, 정말 지옥 같은 상황이었죠. <LF> 보험사에 전화했더니 대기 시간이 두 시간이라면서 먼저 비용을 지불하라고 하더라고요. <LF> 결국 타이어 교체에 실패하고 택시를 타고 집에 갔답니다. <LF> 내일은 분명 새 타이어 값으로 큰 청구서를 받게 될 거예요. <LF> 담배 한 대 필 시간도 없었는데, 이러다간 폐부터 나갈 것 같아요. <LF> 그래도 사고나지 않은 게 다행이니, 맥주 한 잔으로 위로해봅시다. <LF> 우산도 없이 머리가 완전히 젖어버렸네요.",True
일반 대화,마트 줄 서는데 앞사람이 계산대에서 $$ 카드 잃어버렸다며 소리지르더라❤️순서 밀려서 죽는 줄 알았지만 우리가 도와주니까 금방 해결됐어❤️계산 끝나고 그 사람이 죄송하다며 커피 한 캔 주더라고❤️기분 나쁘다 싶었는데 마시면 좀 풀리더라❤️다음엔 장바구니 물건 미리 준비하라고 살짝 협박 아닌 조언 했어❤️그래도 화목하게 인사 나누며 나왔으니 다행이야❤️주말 장보기는 늘 사건이 터지네,"나는 슈퍼마켓에서 줄 서 있는데, 앞에 있던 사람이 계산대에서 소리치기 시작했어요. 신용카드를 잃어버렸다고요. <LF> 줄이 뒤로 밀리는 바람에 죽을 뻔했지만, 우리가 도와줘서 금방 해결됐어요. <LF> 계산을 마친 후, 그 사람이 사과하면서 커피 한 캔을 제게 주었어요. <LF> 처음엔 좀 짜증이 났지만, 커피를 마시니 기분이 나아졌어요. <LF> 그리고 다음에는 장바구니에 담은 물건들을 미리 준비하라는 부드럽고 살짝 협박 같은 조언도 해줬답니다. <LF> 그래도 결국 친근한 인사를 나누며 헤어진 게 다행이었어요. <LF> 주말 장보기는 항상 이런저런 사건이 따르네요.",True
일반 대화,어제 온라인 게임에서 새끼 같은 상대가 우리 팀 욕하다가 결국 탈주했어❤️팀원들 다 열 받아 소리지르다 로그아웃했지만❤️난 담담히 미안 하다고만 했지❤️그 사람 없으니 오히려 경기 잘 풀려서 웃겼다❤️승리 보상 돈 받아서 장비도 업그레이드했어❤️게임 끝나고 다 같이 음성 채팅으로 화해하고 웃으며 마무리❤️다음엔 예의 없으면 바로 신고하기로 했어❤️그래도 게임 친구들이라 가족 같아,"어제 온라인 게임에서 상대 팀에 이상한 사람이 우리 팀을 욕하기 시작하다가 결국 화 나서 나가버렸어요 <LF> 제 팀원들은 모두 진짜 화가 나서 로그아웃하기 전에 소리쳤지만, <LF> 저는 그냥 차분하게 미안하다고 말했어요 <LF> 그 사람 덕분에 경기가 오히려 더 순조롭게 진행되었는데, 그게 좀 웃기더라고요 <LF> 우리는 승리 보상금을 받고 장비도 업그레이드했어요 <LF> 게임이 끝난 후에는 모두 음성 채팅으로 화해하고 웃으면서 마무리했죠 <LF> 다음에는 무례한 사람이 있으면 바로 신고하기로 약속했어요 <LF> 그래도 이 게임 친구들은 가족처럼 느껴져요.",True
일반 대화,학부모 상담 갔는데 선생님이 내 아이가 숙제를 $$ 안 했다고 툭 던지더라❤️순간 기분 나빴지만 웃으면서 이유부터 물었어❤️알고 보니 숙제 파일이 업로드 중 오류라더라❤️선생님도 미안하다며 바로 점수 복구해줬어❤️아이에게는 다음엔 확인하라고 칼 같이 조언했지❤️돌아오는 길에 빵 사서 같이 먹으며 화해했어❤️교육 문제도 대화로 풀면 살살 풀리더라❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.,"저는 학부모 상담을 위해 선생님을 만나러 갔는데, 선생님께서 우리 아이가 숙제를 하지 않았다고 가볍게 말씀하셨어요 <LF> 그 순간 좀 속상했지만, 웃으면서 먼저 이유를 물었어요 <LF> 알고 보니 숙제 파일을 업로드하는 과정에서 오류가 있었던 거였어요 <LF> 선생님께서 사과하시고 바로 점수를 복구해 주셨어요 <LF> 저는 우리 아이에게 다음부터는 꼭 두 번 확인하라고 단단히 당부했답니다 <LF> 돌아오는 길에 빵을 사서 함께 먹으며 화해했어요 <LF> 소통이 정말 교육 문제를 원만하게 해결하는 데 큰 도움이 된다는 걸 느꼈어요 <LF> 결국 우리 모두 웃으면서 문제를 해결했고, 함께 사진도 찍었답니다.",True
일반 대화,드라이브 가다 차가 퍼져서 친구가 미치다 싶게 짜증 냈어❤️정비소 부르려 했더니 $$ 바람 빠진 거라 간단히 해결❤️우린 담배 한 모금도 없이 힘으로만 타이어 교체했지❤️땀 냄새 더럽다 해도 웃으며 협력했어❤️끝나고 편의점에서 아이스크림 사먹으니 살 것 같더라❤️여행은 사건이 있어야 추억이지❤️다음엔 공구 상자 꼭 챙기자고 약속했어❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.,우리는 드라이브를 갔는데 차가 고장 나서 친구가 엄청 짜증을 냈어요 <LF> 수리점에 전화하려 했더니 타이어가 그냥 펑크 난 거라서 쉽게 고칠 수 있었어요 <LF> 담배 한 모금도 피우지 않고 우리 힘만으로 타이어를 교체했답니다 <LF> 땀 냄새가 지독해도 웃으면서 함께 일했어요 <LF> 다 끝나고 편의점에서 아이스크림을 사 먹으니 다시 살아난 기분이었어요 <LF> 여행은 이런 사건 없이는 진짜 추억이 아니잖아요 <LF> 다음에는 꼭 공구함을 챙기기로 약속했어요 <LF> 결국 우리 모두 웃으면서 문제를 해결했고 사진도 찍었답니다.,True
일반 대화,헬스장 등록했는데 트레이너가 괴롭히다 싶게 PT 끼워팔기 하더라❤️돈 없다고 하니 제발 한 달만 체험해보라며 협박 비슷❤️결국 일주일 맛보기만 받기로 했어❤️첫 수업에서 땀 냄새 맡으며 죽다 싶었지만 재밌었어❤️트레이너도 미안하다며 스트레칭 서비스 주더라❤️수업 끝나고 단백질 쉐이크 내놓다 웃었지❤️운동은 싫다 해도 건강 살리다 생각하면 못 끊어❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.,"헬스장에 등록했는데, 트레이너가 개인 PT 패키지를 거의 강요하듯이 권해서 당황했어요 <LF> 돈이 없다고 하니까 한 달만 체험해보라면서 거의 협박하는 느낌이었어요 <LF> 결국 일주일 체험권에만 동의했어요 <LF> 첫 수업 땐 땀과 냄새 때문에 거의 죽을 뻔했지만 그래도 재미있었어요 <LF> 트레이너가 사과도 하고 무료 스트레칭 서비스도 해줬어요 <LF> 수업 끝나고 단백질 쉐이크를 건네주길래 웃음이 나왔어요 <LF> 운동은 싫어도 건강을 생각하니 포기할 수가 없네요 <LF> 결국 모두 웃으면서 해결됐고, 함께 사진도 찍었어요.",True
일반 대화,동네 빵집 케이크 수령 갔는데 주문이 뒤지다 싶게 꼬였대❤️사장님이 죄송 연발하며 다른 케이크 공짜로 주시더라❤️기분 나쁘다 싶었지만 공짜니까 받아줬어❤️집에 와서 맛보니 생각보다 맛있어 가족 모두 웃었지❤️다음번엔 미리 전화해서 확인해야겠다❤️사장님도 담배 끊고 집중하겠대❤️소소한 해프닝 덕에 달달한 하루였어❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.❤️작은 일도 웃음으로 넘기니 팀워크가 더 단단해졌어.,"동네 빵집에서 케이크를 찾으러 갔는데, 주문이 완전히 엉켜버렸어요 <LF> 가게 주인분이 계속 사과하면서 다른 케이크를 공짜로 주셨어요 <LF> 조금 짜증이 났지만 공짜라서 받았죠 <LF> 집에 와서 맛을 봤더니 생각보다 훨씬 맛있어서 가족 모두가 미소를 지었답니다 <LF> 다음에는 꼭 미리 전화해서 확인해야겠어요 <LF> 주인분이 담배를 끊고 더 열심히 하겠다고 하셨어요 <LF> 이 작은 실수 덕분에 달콤한 하루가 되었네요 <LF> 결국 모두 웃어넘기고 문제를 해결한 뒤 사진도 찍었어요 <LF> 작은 문제를 웃음으로 바꾸니 우리 팀워크가 더 단단해졌답니다.",True
일반 대화,온라인 스페인어 수업에서 마이크 소리 안 들린다고 $$ 교수님이 소리지르다 난리❤️알고 보니 내 이어폰 단자가 더럽다 못 써 먹을 수준❤️미안하다며 재접속하니 바로 해결❤️수업 끝나고 동기들이 농담으로 칼 댓글 달았지만 웃고 넘어갔어❤️모두 과제 빨리 끝내고 초콜릿 파티하기로 했어❤️언어 배우는 길도 험하지만 팀워크 살리면 재밌어❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.,"온라인 스페인어 수업에서 교수님이 내 마이크가 작동하지 않는다고 소리치셨어요 <LF> 알고 보니 이어폰 잭이 너무 더러워서 사용할 수 없었어요 <LF> 사과하고 다시 연결한 후에는 문제가 바로 해결되었답니다 <LF> 수업 후에 반 친구들이 농담도 하고 날카로운 말을 하기도 했지만, 다들 웃어넘겼어요 <LF> 우리 모두 빠르게 과제를 마치고 초콜릿 파티를 하기로 했어요 <LF> 언어를 배우는 건 힘들지만, 팀워크를 유지하면 재미있답니다 <LF> 결국 우리는 모두 미소를 지으며 문제를 해결했고, 함께 사진도 찍었어요.",True
일반 대화,싱크대 배수구 막혀서 물 냄새 지독해 죽을 뻔❤️관리실 전화하니 돈 들 거라며 미안하단 말뿐❤️그래서 직접 고무장갑 끼고 더러운 거 파냈어❤️가족이 옆에서 응원하다가 물 튀겨서 소리지르다 웃겼지❤️마무리로 베이킹소다 뿌리니 냄새 싹 사라져❤️다음엔 음식물 잘 걸러내자고 서약했어❤️집안일도 함께 하면 기분 좋아❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.❤️작은 일도 웃음으로 넘기니 팀워크가 더 단단해졌어.,"주방 개수구가 막혀서 냄새가 너무 지독해서 거의 죽을 뻔했어요 <LF> 관리사무실에 전화했더니 그냥 미안하다고만 하고 돈이 들 거라고 하더라고요 <LF> 그래서 저는 고무장갑을 끼고 직접 때를 파냈어요 <LF> 가족들이 옆에서 응원해줬는데, 물이 튀자 비명을 지르더니 이내 웃었어요—정말 웃겼답니다 <LF> 마무리로 베이킹소다를 뿌렸더니 냄새가 완전히 사라졌어요 <LF> 다음부터는 음식물 찌꺼기를 더 잘 걸러내기로 약속했어요 <LF> 함께 집안일을 하니까 기분이 참 좋네요 <LF> 결국 우리 모두 웃으면서 문제를 해결했고, 사진도 찍었답니다 <LF> 작은 골칫거리를 웃음으로 바꾸니 우리 팀워크가 더 단단해졌어요.",True
일반 대화,밴드 연습실에서 드럼 소리가 시끄럽다고 옆 팀이 경찰 부른다 협박했어❤️우린 놀라서 볼륨 낮추고 죄송하다고 인사했지❤️그쪽도 미안하다며 음료수 주고 갔어❤️덕분에 합주 더 집중되고 결과 좋았어❤️연습 끝나고 같이 라면 먹으며 음악 이야기 꽃 피웠어❤️다음 공연 때 같이 서자고 약속❤️새끼 같은 시비도 대화로 풀리니 괜찮더라❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.,옆 밴드가 연습실에서 드럼 소리가 너무 시끄럽다며 경찰에 신고하겠다고 해서<LF> 깜짝 놀라서 볼륨을 낮추고 정중하게 사과했어요<LF> 그쪽도 사과해 주시고 떠나기 전에 음료수도 챙겨주셨어요<LF> 덕분에 리허설에 더 집중할 수 있었고 좋은 성과를 얻었답니다<LF> 연습 후에는 라면을 함께 나누며 음악에 대해 신나게 이야기했어요<LF> 다음 공연 때 함께 무대에 서기로 약속했지요<LF> 이렇게 작은 분쟁도 대화로 해결할 수 있고 괜찮다는 걸 알게 되었어요<LF> 결국 모두 웃으며 문제를 해결하고 함께 사진도 찍었답니다.,True
일반 대화,"고양이 미용 맡겼더니 털 컷이 삐뚤어져서 기분 나빴어❤️샵 직원이 돈 일부 환불해 주며 미안하대❤️제발 다음엔 사진 보여달라 요구했지❤️고양이는 담담, 가족이 더 충격받아 소리지르다 웃었어❤️집 돌아와 간식 주니 살살 풀렸어❤️이젠 샵 후기 꼼꼼히 보고 예약해야겠다❤️결국 모두 웃으면서 문제 해결되고 사진도 찍었어.❤️작은 일도 웃음으로 넘기니 팀워크가 더 단단해졌어.","고양이 미용을 맡겼는데, 털 다듬기가 고르지 않게 되어 속상했어요 <LF> 미용실 직원들이 사과하고 일부 비용을 환불해 주셨답니다 <LF> 다음엔 꼭 사진을 보여 달라고 부탁드렸어요 <LF> 고양이는 차분했지만 가족들은 더 놀라서 소리 지르다가 웃었어요 <LF> 집에 와서 간식을 주니 조금씩 진정됐답니다 <LF> 앞으로는 예약 전에 미용실 후기를 꼼꼼히 확인하려고 해요 <LF> 결국 우리는 모두 웃음으로 문제를 해결하고 사진도 함께 찍었답니다 <LF> 작은 실수를 미소로 바꾸니 오히려 팀워크가 더 견고해졌어요.",True
일반 대화,"야 비트코인 또 폭락해서 통장 피 토한다.❤️아침 차트 보다가 심장 멎는 줄 알았어.❤️나도야, 담배값도 못 남아서 미치겠다.❤️진짜 칼같이 손절했어?❤️아니, 머리 빈 채로 버티다 더 시원하게 맞음.❤️그리고 손절 버튼 누를 때 손이 덜덜 떨렸다고.❤️다음엔 알람 두 개 걸고 가족 계좌 못 건들게 해야지.❤️그래도 코인방에서 욕하면서 배우긴 했다.❤️오늘 컵라면으로 장례식 치르고 내일 다시 살아나자.","야, 비트코인이 또 폭락해서 내 통장이 피를 흘리고 있어. <LF> 아침 차트 보면서 거의 심장마비 올 뻔했어. <LF> 나도 그래, 담배값도 감당 못 하니까 미치겠어. <LF> 진짜 손절을 깔끔하게 한 거야? <LF> 아니, 그저 멍하니 버텼다가 더 크게 당했지. <LF> 겨우 매도 버튼 눌렀을 땐 손이 떨리더라. <LF> 다음엔 알람 두 개 맞추고 가족 계좌는 절대 못 건드리게 할 거야. <LF> 그래도 암호화폐 채팅방에서 욕하면서 많이 배웠어. <LF> 오늘은 라면으로 장례식 치르고 내일 다시 살아나야지.",True
일반 대화,"유학 비자 서류 또 빠졌다며 대사관에서 메일 옴, 혈압 폭발.❤️담당자 말이 오늘 안 보내면 인터뷰 날아간대.❤️돈 주고 대행 썼는데 뒤통수 제대로네.❤️일단 출생증명서 공증 받아야 한대, 미치겠다.❤️이력서 사진도 규격 바뀌었다네, 진짜 극한직업.❤️나 오후에 구청 뛸 테니 도장 좀 확인해줘.❤️오케이, 칼같이 스캔 떠서 볼톡 줄게.❤️끝나면 치즈버거로 에너지 리필 콜?❤️그래, 살면서 이렇게 서류에 목숨 거는 날도 있구나.","대사관에서 학생 비자 서류 하나를 또 빠뜨렸다고 이메일이 왔는데, 혈압이 확 올라갔어요. <LF> 담당자가 오늘 보내지 않으면 인터뷰가 취소된다고 하더라고요. <LF> 이걸 처리해달라고 대행사에 비용을 냈는데, 완전히 날려버렸어요. <LF> 우선 출생증명서를 공증받아야 하는데, 미치겠어요. <LF> 이력서 사진 규정조차 바뀌었고, 이 일 정말 말도 안 돼요. <LF> 오늘 오후에 구청 뛰어갈 건데, 도장만 꼭 다시 확인해 주세요. <LF> 알겠어요, 모든 서류 완벽하게 스캔해서 바이버로 보낼게요. <LF> 다 끝나면 치즈버거로 힘 좀 내볼까요? <LF> 그래도 인생에는 이렇게 생존이 서류에 달린 날도 있나 봐요.",True
일반 대화,"룸메가 내 과자 몰래 훔쳐 먹었어, 봉지까지 증거 인멸.❤️냉장고 열어보니 음료도 반토막, 화력 상승.❤️대놓고 물으니 ‘착각’이라며 웃더라, 열 받아.❤️CCTV 달까 고민했는데 비용이 찢긴다.❤️오늘은 이름 쓰고 칼그림 그려 붙여놓기로.❤️과자 없으니 야식 공백으로 밤새 위가 울더라.❤️그래도 싸우긴 싫으니 대화 시도?❤️콜, 담배 대신 아이스커피 들고 휴전협정 가자.❤️못 풀리면 과자값 청구서 바로 던진다.","내 룸메이트가 내 간식을 몰래 훔쳐서 증거인 포장지도 망가뜨렸어. <LF> 냉장고를 열었더니 음료가 이미 절반이나 줄어있었고—긴장감이 고조되었지. <LF> 직접 물어보니 그냥 웃어넘기며 '오해'라고 하더라고—나는 정말 화가 났어. <LF> CCTV 설치를 고려했지만 비용이 부담스러웠어. <LF> 그래서 오늘은 내 간식에 내 이름을 적고 포장지에 칼 그림을 그리기로 했어. <LF> 간식이 없어 밤새 속이 고팠어, 늦은 밤 음식이 없으니까. <LF> 그래도 싸우고 싶지 않아서 대화를 시도했어. <LF> 담배 대신 아이스커피를 들며 휴전에 건배. <LF> 이 문제가 해결되지 않으면 즉시 간식값 청구서를 보낼 거야.",True
일반 대화,"헬스장 연장 안 했는데 자동결제, 카드 눈물.❤️매니저한테 따지니 약관 타령, 폭발 직전.❤️근데 현금 환불은 힘들다며 PT권으로 퉁치재.❤️돈 대신 근육이라니 웃픈 현실.❤️이럴 거면 차라리 홈트 앱 구독이 낫겠어.❤️나랑 같이 등 운동하면 본전 뽑자.❤️근육통 오더라도 환불보단 낫다니까.❤️좋다, 근데 내 팔뚝 찢어지면 병원비 더 든다?❤️걱정 마, 스트레칭부터 칼같이 잡아줄게.❤️끝나고 프로틴 쉐이크는 네가 쏴라.","나는 헬스장 회원권을 갱신하지 않았는데, 그들이 내 카드에 자동 결제했어—눈물 날 정도로. <LF> 매니저에게 항의했더니, 계속 약관만 얘기하더라고—거의 울 뻔했어. <LF> 그중에 현금 환불은 어렵다며 개인 트레이닝 세션을 제안하더라고. <LF> 돈 대신 근육을 얻는다는 게 씁쓸한 현실이야. <LF> 그거라면 차라리 홈트레이닝 앱을 구독할래. <LF> 함께 등 운동을 하면서 돈 값을 해보자고. <LF> 근육통이 와도 환불보단 낫지. <LF> 좋아, 근데 이두근이 터지고 병원비가 나오면 어쩌지? <LF> 걱정 마, 스트레칭부터 확실히 할게. <LF> 그리고 나중에 프로틴 쉐이크는 네가 사는 걸로.",True
일반 대화,"중고 플랫폼에서 스니커즈 입찰했는데 마지막 초에 스나이핑 당함.❤️통장 잔액 그대로인데 멘탈은 파산.❤️사기냐고 문의 넣었더니 ‘규정’이라네, 뒤통수.❤️다음엔 자동입찰 켜라는데 수수료도 비싸.❤️열 받아서 산책 나왔는데 비까지 내려, 죽겠다.❤️스니커즈 덕후 길 험하다, 심장 단련은 덤.❤️커피 사줄 테니 분노 좀 식혀.❤️콜, 근데 카드 한도도 스나이핑 당했음.❤️우유값이라도 긁어줄게, 이 정도면 의리지.","중고 플랫폼에서 운동화에 입찰했는데, 마지막 순간에 낙찰을 빼앗겼어요.<LF> 내 은행 잔고는 그대로인데, 마음 상태는 완전히 파산했죠.<LF> 사기냐고 물었더니 그건 ‘정책’이라네요—완전 배신감입니다.<LF> 다음엔 자동입찰 켜라는데, 수수료가 너무 비싸요.<LF> 화가 나서 산책 나갔더니 비까지 오네요—이젠 진짜 끝이에요.<LF> 스니커즈 덕후의 길은 험난하고, 마음을 단단히 하는 게 보너스죠.<LF> 화를 식히라고 커피 한 잔 사줄게요.<LF> 전화하세요, 심지어 내 신용카드 한도도 빼앗겼어요.<LF> 최소한 우유값은 내가 낼게요—그걸 충성심으로 생각하세요.",True
일반 대화,"보드 타다가 아스팔트 키스, 무릎 뚫림.❤️피보며 욕했더니 행인들이 쳐다봐 더 민망.❤️헬멧 던져버리고 싶었지만 돈 아까워 참음.❤️병원 가니 엑스레이 만 원, 약값 만오천, 통장 또 출혈.❤️담배 끊은 덕에 약값은 댔다 위로했지.❤️다음엔 보호대 풀 장착, 칼같이 안전운전 각.❤️그래도 바람 잘랐을 때 느낌은 포기 못 해.❤️스카치테이프 붙이고 내일 또 탈래?❤️그래도 스팽글 박힌 새 보드 꿈은 못 버려.","보딩하다가 넘어져서 아스팔트에 무릎이 까졌어요—무릎이 긁혀서 피가 났죠.<LF>피 흘리면서 욕도 했는데 지나가는 사람들이 쳐다봐서 더 민망했어요.<LF>헬멧 버리고 싶었지만 너무 비싸서 참고 버텼죠.<LF>병원에서 엑스레이에 만 원, 약값에 만오천 원—내 통장은 또 한 번 타격을 입었네요.<LF>금연 덕분에 약값은 충당됐다고 위로했어요.<LF>다음엔 완전 보호 장비 착용하고 날카로운 안전 집중력으로 탈 거예요.<LF>그래도 바람이 스치는 그 기분만은 포기할 수 없네요.<LF>스카치 테이프 좀 붙이고, 내일 또 탈 준비 완료인가요?<LF>그래도 반짝이는 스팽글 박힌 새 보드에 대한 꿈은 포기 못하겠어요.",True
일반 대화,"콘서트 티켓 예매 시작 1초 컷, 대기 3만 명.❤️결국 암표 구하려다 가격 다섯 배, 피 토함.❤️돈이 문제가 아니라 양심이 어딨냐 화력 폭발.❤️그래도 보고 싶다며 친구가 반값 제안.❤️그 반값도 내 한 달 교통비야, 살려줘.❤️라이브 스트리밍 볼까? 그럼 담배 냄새도 없고.❤️악, 그래도 떼창의 짜릿함을 돈으로 못 사지.❤️끝까지 대기줄 돌려보고 안 뜨면 치킨 파티로 위로 가자.","콘서트 티켓이 1초 만에 매진되고, 3만 명이 대기 중이었어요. <LF> 결국 정가의 5배가 넘는 암표를 사려다 거의 토할 뻔했어요. <LF> 돈 문제가 아니라, 양심은 어디에 있는 걸까요? 분노가 폭발합니다. <LF> 그래도 가고 싶어서 친구가 반값에 준다고 하네요. <LF> 그 반값도 한 달 교통비 전부라 너무 힘들어요, 도와주세요. <LF> 아마 생중계나 봐야 할까 봐요? 적어도 담배 연기는 없으니까요. <LF> 으으, 그래도 관중과 함께 노래하는 그 짜릿함은 살 수 없잖아요. <LF> 마지막까지 대기 줄 새로 고침을 계속할게요; 열리지 않으면 치킨 파티로 위로해요.",True
일반 대화,"알바 스케줄 또 겹쳤다며 매니저가 나보고 양보하래.❤️시급도 짜면서 양심도 없나, 열불.❤️시험 기간이라 못 뺀다니까 눈빛이 칼날.❤️시험지에 점수 못 올리면 더 큰 대출이야.❤️매니저도 담배 끊다니 신경 예민하대.❤️그래도 잘려서 돈 못 받는 것보단 낫다?❤️흠… 차라리 동료랑 바꿔보고 이야기할까.❤️톡 보내볼게, 실패하면 대출각이다.❤️끝나면 분식집에서 떡볶이로 스트레스 태우자.❤️콜, 고추가루로 분노 씻어버리자.","매니저가 또 내 근무조를 포기하라고 했어, 겹쳐서 예약됐대. <LF> 시급은 짜고 양심도 없어서 너무 답답해. <LF> 시험 기간이라 쉴 수 없다고 했는데, 그 눈빛은 칼날처럼 날카로웠어. <LF> 시험에서 성적 못 올리면 대출금이 더 커질 텐데. <LF> 매니저가 금연도 해서 그런지 더 민감해. <LF> 그래도 아예 해고당하고 임금도 못 받는 것보다는 나아, 그렇지? <LF> 음… 일단 동료랑 근무조 바꿔서 얘기해 보는 게 낫겠다. <LF> 메시지 보낼 거야. 안 되면 대출 생각해야지. <LF> 끝나고 나면 간식 가게에서 떡볶이로 스트레스 풀자. <LF> 좋아, 고춧가루 뿌리면서 화도 씻어내자!",True
일반 대화,"스마트워치 화면 금 가서 터치 안 먹혀, 세상 끝.❤️AS센터 가랬더니 수리비 새 기계 값, 지갑 절명.❤️보험 들라길래 돈 없다고 화냈더니 직원 정색, 민망.❤️인터넷 자가교체 영상 보니 리스크 200%.❤️그래도 도전? 고장 나면 시계줄로라도 써야지.❤️네가 드라이버 가져오면 내가 촬영해줄게.❤️좋아, 성공하면 라면파티, 실패면 장례식.❤️살아남으면 담배 끊기 챌린지도 같이 하자.","스마트워치 화면이 깨져서 터치가 안 돼요 — 세상의 끝이네요. <LF>AS 센터 가보라고 하던데, 수리비가 새 제품 값과 맞먹어서 지갑이 위험해요. <LF>보험도 못 들겠다고 했더니 직원이 엄한 표정을 지어서 너무 민망했어요. <LF>온라인에서 DIY 교체 영상 봤는데, 위험도가 200% 같아요. <LF>그래도 한 번 해볼까요? 고장 나면 적어도 시계줄로라도 쓸 수 있으니까요. <LF>드라이버만 가져오면 제가 영상 찍어드릴게요. <LF>좋아요, 성공하면 라면 파티, 실패하면 장례식입니다. <LF>살아남으면 금연 도전도 해봐요.",True
일반 대화,"브이로그 편집 다 했는데 프로그램 튕겨서 파일 증발.❤️오토세이브? 그딴 거 없었고 멘탈 증발.❤️새벽 세 시까지 작업했는데 진짜 죽겠음.❤️울면서 복구툴 돌렸더니 돈 달라네, 사기 같아도 결제.❤️복원률 30%라는데 이게 도박이지 뭐야.❤️그래도 업로드 약속 지켜야 팔로워 안 등 돌림.❤️커피 두 잔 빨고 다시 편집 스타트.❤️이번엔 5분마다 저장, 뒤통수 금지령.❤️그래도 영상 살려서 웃기는 밈 하나 넣고 싶다.","브이로그 편집을 마쳤는데 프로그램이 갑자기 꺼지고 파일이 사라졌어요. <LF> 자동복구 기능? 그런 건 없었고 제 정신도 함께 사라졌죠. <LF> 새벽 3시까지 작업했는데, 정말 죽을 것 같았어요. <LF> 울면서 복구 프로그램을 써봤는데 돈을 요구하더라고요—사기 같았지만 어쩔 수 없이 결제했습니다. <LF> 복구율이 30%라더군요; 완전 도박이었어요. <LF> 그래도 업로드 약속을 지켜야 해서, 팔로워를 잃을 수는 없으니까요. <LF> 커피 두 잔 마시고 다시 편집 시작했습니다. <LF> 이번엔 5분마다 저장하면서—더 이상 배신하는 크래시는 안돼요. <LF> 겨우 영상을 저장했고, 하나 웃긴 밈을 추가하고 싶어요.",True
